GPA_year1,GPA_year2,age,chooseUTM,compsurv,control,credits_earned1,credits_earned2,dad1,dad2,dad_edn,english,female,finish4,goodstanding_year1,goodstanding_year2,gpa0,graddeg,grade_20059_fall,hcom,hsgroup,lastmin,lm_never,lm_rarely,mathsci,mom1,mom2,mom_edn,mtongue,noshow,numcourses_nov1,prob_year1,prob_year2,sex,sfp,sfp_p,sfpany,sfpany_p,sfsp,sfsp_p,signup,ssp,ssp_p,totcredits_year1,used_adv,used_fsg,used_ssp,work1
.99000001,1.3099999,18,0,1,0,2.5,3,1,1,"completed a doctoral degree or professional program (ph.d., ",1,0,0,0,0,72.800003,1,55,0,1,usually,0,0,0,1,1,"completed a doctoral degree or professional program (ph.d., ",English,0,5,1,0,M,0,0,1,0,1,0,0,0,0,4,0,0,0,0
1.16,1.5,20,0,1,1,1.5,3,1,1,"completed a master s degree (m.a., m.sc., etc)",0,1,1,0,1,82.300003,0,63,1,3,often,0,0,1.5,1,0,graduated from high school,Other,0,4,0,0,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0
.80000001,1.2,19,0,1,1,2,2.5,1,0,completed a community college diploma program,0,1,1,0,0,76.5,1,60,1,2,occasionally,0,0,3,1,0,completed a community college diploma program,Other,0,5,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2.51,2.55,18,0,1,1,2.5,4.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,1,1,1,1,83.199997,1,80,1,3,occasionally,0,0,0,1,0,graduated from high school,Other,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,0
.85000002,2,18,0,1,1,1.5,2,1,0,completed a community college diploma program,1,1,0,0,0,74,1,51,0,1,occasionally,0,0,1,1,0,attended university but did not complete bachelor s degree,English,0,4,0,1,F,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2.4300001,1.75,18,0,1,0,3,4.5,1,1,"completed a master s degree (m.a., m.sc., etc)",1,0,1,1,1,85.800003,1,80.5,0,3,rarely,0,1,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,0,0,M,1,1,1,1,0,0,1,0,0,4.5,0,0,0,0
1.84,.34999999,18,0,1,1,1,2,1,0,attended university but did not complete bachelor s degree,0,1,1,0,0,81.5,1,42,1,3,often,0,0,2.5,1,0,attended university but did not complete bachelor s degree,Other,0,6,0,1,F,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1.05,1.02,19,0,1,0,2,2,1,1,"completed a master s degree (m.a., m.sc., etc)",1,0,1,0,0,75,1,66,1,1,occasionally,0,0,0,0,0,don t know/not applicable,English,0,4,0,1,M,1,1,1,1,0,0,1,0,0,4,0,0,0,0
1.6799999,2.1099999,18,0,1,1,3.5,4,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,1,1,1,1,80.300003,1,59.333332,1,2,rarely,0,1,1,0,0,don t know/not applicable,Other,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0
2.45,3.22,18,1,1,0,2.5,5.5,1,0,attended a community college but did not complete diploma,1,0,0,0,1,75,0,63,0,1,often,0,0,3,0,0,did not finish high school,English,0,6,0,0,M,1,1,1,1,0,0,1,0,0,3,0,0,0,0
.63999999,2.4000001,19,0,1,1,2,2.25,1,0,graduated from high school,1,0,1,0,0,72,0,50,1,1,often,0,0,0,1,0,graduated from high school,English,0,6,1,1,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
2.96,2.6800001,19,1,1,0,3,3.5,1,0,graduated from high school,1,1,0,0,1,78.699997,1,72.5,1,2,occasionally,0,0,1,1,0,graduated from high school,English,0,4,0,0,F,1,0,1,0,0,0,0,0,0,3.5,0,0,0,0
2.6600001,3.3800001,18,1,1,1,3,3,1,0,attended university but did not complete bachelor s degree,1,0,0,1,1,80.800003,0,65,0,3,never,1,0,0,0,0,did not finish high school,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
1.6799999,.81999999,19,0,1,0,2,2.5,1,0,graduated from high school,1,1,1,1,0,75.300003,1,58,1,1,occasionally,0,0,2,1,0,graduated from high school,English,0,6,0,1,F,0,0,0,0,0,0,0,1,0,4,0,0,0,0
1.89,1.6900001,18,0,1,0,3,4.5,1,1,"completed a doctoral degree or professional program (ph.d., ",1,1,1,1,1,80,1,66,0,2,occasionally,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,0,0,F,0,0,0,0,0,0,0,1,0,5,0,0,0,0
3.25,2.46,18,1,1,0,2.5,4.5,0,0,don t know/not applicable,1,1,1,1,1,83,0,71,1,3,occasionally,0,0,3,1,0,completed a community college diploma program,English,0,4,0,0,F,1,1,1,1,0,0,1,0,0,4,0,0,0,0
1.9299999,2.54,18,1,1,0,3.5,5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,1,1,76.199997,1,67,1,1,rarely,0,1,4,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,0,0,F,0,0,0,0,0,0,1,1,1,5,1,0,1,0
.47,0,19,0,1,1,1,0,1,1,"completed a master s degree (m.a., m.sc., etc)",0,0,1,0,0,77.699997,1,57,1,2,usually,0,0,2.5,1,0,graduated from high school,Other,0,6,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.08,2.0699999,18,0,1,1,2.5,3.5,1,0,graduated from high school,1,1,1,0,1,82.300003,0,67,1,3,often,0,0,4,1,0,graduated from high school,English,0,6,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,0
1.1,1.77,19,0,1,0,1.5,1,1,1,"completed a master s degree (m.a., m.sc., etc)",0,0,1,0,0,84.699997,1,55.5,0,3,usually,0,0,1.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,5,0,1,M,0,0,0,0,0,0,0,1,0,4,0,0,0,0
2.26,.79000002,18,0,1,0,3,2,1,1,"completed a doctoral degree or professional program (ph.d., ",0,1,1,1,1,81.800003,1,78,1,3,usually,0,0,0,1,1,"completed a master s degree (m.a., m.sc., etc)",Other,0,6,0,0,F,1,1,1,1,0,0,1,0,0,4.5,0,0,0,0
1.05,2.79,18,0,1,0,2.5,2,1,1,"completed a master s degree (m.a., m.sc., etc)",1,1,1,0,1,84.5,1,71.5,1,3,occasionally,0,0,1,1,0,graduated from high school,English,0,6,1,0,F,1,1,1,1,0,0,1,0,0,5,0,0,0,0
2.8900001,2.3800001,18,0,1,0,4,3,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,1,1,1,1,83.800003,0,65.333336,1,3,often,0,0,2,0,0,did not finish high school,Other,0,5,0,0,F,1,1,1,1,0,0,1,0,0,5,0,0,0,0
1.38,2.28,18,0,1,0,3,4,0,0,did not finish high school,1,0,1,0,1,87.300003,1,65.5,1,3,rarely,0,1,3,1,0,attended university but did not complete bachelor s degree,English,0,4,1,0,M,0,0,1,1,1,1,1,0,0,4,1,1,1,0
3.4200001,2,18,0,1,1,3,3.5,1,0,completed a community college diploma program,0,1,1,1,1,83.699997,1,78,0,3,often,0,0,0,1,0,completed a community college diploma program,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2.0599999,1.71,18,0,1,0,3,3,1,0,graduated from high school,0,0,1,1,1,81,1,60,1,3,often,0,0,3,1,0,graduated from high school,Other,0,5,0,0,M,1,1,1,1,0,0,1,0,0,5,0,0,0,0
1.2,2.5999999,18,0,1,0,3,3,0,0,don t know/not applicable,1,0,1,0,1,83.5,0,68,1,3,occasionally,0,0,1.5,0,0,don t know/not applicable,English,0,4,1,0,M,1,1,1,1,0,0,1,0,0,4,0,0,0,0
2.28,2.6600001,18,0,1,1,2.5,3,1,0,completed a community college diploma program,0,0,0,1,1,71.800003,0,68,1,1,occasionally,0,0,0,1,0,graduated from high school,Other,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,0
3.23,3.73,18,0,1,1,2.5,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,0,0,1,1,75.300003,0,76,1,1,occasionally,0,0,2,1,0,graduated from high school,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,0
,1.5,19,1,1,0,,,1,0,graduated from high school,0,0,0,0,0,75,0,,1,1,often,0,0,0,1,0,graduated from high school,Other,0,5,,,M,1,0,1,0,0,0,0,0,0,3,0,0,0,0
2.4300001,2.0799999,19,0,1,1,2,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,1,1,0,1,84,1,64,1,3,never,1,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,3,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2.1300001,3.3699999,18,0,1,1,3,5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,1,1,1,1,83.699997,1,57,1,3,occasionally,0,0,5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2.51,1.71,18,0,1,1,3,2.5,0,0,did not finish high school,1,1,1,1,1,83.5,1,66.5,0,3,occasionally,0,0,0,0,0,did not finish high school,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1,1.74,18,1,1,0,2,4,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,1,1,0,0,83.300003,0,63,1,3,rarely,0,1,2,1,0,graduated from high school,Other,0,5,0,1,F,1,1,1,1,0,0,1,0,0,4,0,0,0,0
3.6099999,3.8099999,18,0,1,0,3,3.5,1,0,attended a community college but did not complete diploma,0,1,1,1,1,86.699997,1,68,1,3,never,1,0,4,1,0,completed a community college diploma program,Other,0,5,0,0,F,0,0,1,1,1,1,1,0,0,5,1,0,1,0
1.16,.81,18,0,1,1,1.5,3.5,1,0,completed a community college diploma program,1,1,0,0,0,77.199997,0,51,1,2,usually,0,0,1,1,0,completed a community college diploma program,English,0,4,0,1,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0
1.46,1.91,18,0,1,1,3,3.5,1,0,attended university but did not complete bachelor s degree,1,1,1,0,1,81.300003,1,61,0,3,occasionally,0,0,3,1,0,completed a community college diploma program,English,0,5,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,0
1.35,2.1800001,18,0,1,1,2,2,1,0,completed a community college diploma program,1,0,1,0,1,72.5,1,,1,1,rarely,0,1,0,1,1,"completed a doctoral degree or professional program (ph.d., ",English,0,5,1,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,0
.5,1.77,18,1,1,0,1,1,1,1,"completed a master s degree (m.a., m.sc., etc)",1,1,1,0,0,76,1,46,1,1,often,0,0,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,4,0,1,F,1,1,1,1,0,0,1,0,0,4.5,0,0,0,0
2.8199999,2.26,18,1,1,1,3,5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,0,1,1,1,87.199997,1,74,1,3,rarely,0,1,4.5,1,1,"completed a master s degree (m.a., m.sc., etc)",English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
2.71,3.3399999,18,0,1,1,3,3.5,1,0,completed a community college diploma program,1,1,1,1,1,78,0,70,0,2,occasionally,0,0,0,1,0,graduated from high school,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,0
3.4200001,3.5799999,18,0,1,1,3,3.75,0,0,don t know/not applicable,1,1,1,1,1,87.300003,0,85,1,3,never,1,0,0,0,0,don t know/not applicable,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
3.4200001,3.54,18,1,1,1,4,4.5,1,0,completed a community college diploma program,1,1,1,1,1,78.800003,0,76.333336,1,2,never,1,0,3,1,1,"completed a master s degree (m.a., m.sc., etc)",English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2.6400001,2.6900001,18,0,1,1,3,3,1,1,"completed a master s degree (m.a., m.sc., etc)",0,0,1,1,1,75.5,1,68,1,1,often,0,0,1,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
1.58,1.86,18,0,1,1,3,3.5,1,1,"completed a master s degree (m.a., m.sc., etc)",1,0,1,1,1,73.699997,1,60.5,1,1,occasionally,0,0,.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.96,1.9299999,18,0,1,1,2.5,3.5,0,0,did not finish high school,0,0,1,1,1,80.5,0,80.5,1,2,often,0,0,2.5,0,0,did not finish high school,Other,0,6,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,0
.54000002,.14,18,0,1,0,1,.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,1,1,0,0,71.800003,1,,1,1,rarely,0,1,1,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,5,1,0,F,1,1,1,1,0,0,1,0,0,5,0,0,0,0
2.8299999,2.4100001,18,0,1,0,1.5,2.5,1,0,graduated from high school,0,0,0,0,1,76,1,70,0,1,occasionally,0,0,1,1,0,graduated from high school,Other,0,4,0,0,M,0,0,1,0,1,0,0,0,0,3,0,0,0,0
2.5599999,2.4000001,18,1,1,0,3.5,2.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,1,1,79.699997,0,76.5,1,2,rarely,0,1,1,1,0,attended university but did not complete bachelor s degree,English,0,5,0,0,F,1,1,1,1,0,0,1,0,0,4.5,0,0,0,0
1.6799999,1.97,17,1,1,1,3,2,1,1,"completed a master s degree (m.a., m.sc., etc)",0,0,1,1,1,78.800003,1,66,1,2,usually,0,0,1.5,1,0,attended a community college but did not complete diploma,Other,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.95,2.5899999,18,0,1,0,4,4,0,0,don t know/not applicable,1,1,1,1,1,77.800003,0,66,0,2,usually,0,0,1,1,0,attended university but did not complete bachelor s degree,English,0,6,0,0,F,1,1,1,1,0,0,1,0,0,5,0,0,0,0
,1.76,17,1,1,1,,,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,0,1,73.699997,0,,1,1,often,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,6,,,F,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.34,1.87,18,0,1,1,2.5,2.5,1,1,"completed a master s degree (m.a., m.sc., etc)",1,0,0,0,1,76.199997,1,60,1,1,occasionally,0,0,2,1,1,"completed a master s degree (m.a., m.sc., etc)",English,0,5,1,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.9299999,2.25,18,0,1,1,2,4,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,1,1,85.699997,1,,1,3,occasionally,0,0,0,0,0,don t know/not applicable,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.55,1.01,18,1,1,1,2,3.5,0,0,don t know/not applicable,1,0,0,1,0,79.699997,0,67,1,2,often,0,0,0,0,0,don t know/not applicable,English,0,5,0,1,M,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.53,2.6800001,22,0,1,1,2,2,0,0,did not finish high school,0,1,0,0,1,81.5,1,51,0,3,occasionally,0,0,2.5,0,0,did not finish high school,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,0
.67000002,.74000001,20,0,1,1,.5,1,1,0,graduated from high school,0,0,1,0,0,78.199997,0,44,1,2,often,0,0,1,1,0,graduated from high school,Other,0,3,0,1,M,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0
1.54,3.26,18,0,1,1,2.5,3.5,1,0,completed a community college diploma program,1,1,1,1,1,83.699997,1,54,1,3,often,0,0,2,1,0,completed a community college diploma program,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.39,1.33,20,0,1,1,2,2.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,1,1,0,1,74.800003,0,70,1,1,occasionally,0,0,1,1,1,"completed a master s degree (m.a., m.sc., etc)",Other,0,3,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.48,1.4299999,18,0,1,1,2.5,3.5,0,0,did not finish high school,0,1,0,0,1,78.800003,0,59,1,2,rarely,0,1,3,1,1,"completed a master s degree (m.a., m.sc., etc)",French,0,6,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.47,3.1800001,18,0,1,1,2.5,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,0,1,85.199997,0,73,1,3,often,0,0,1,1,0,graduated from high school,English,0,5,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,0
1.04,,18,0,1,1,2.5,0,1,1,"completed a master s degree (m.a., m.sc., etc)",1,0,1,0,0,74,1,54.25,0,1,occasionally,0,0,.5,0,0,don t know/not applicable,English,0,5,1,1,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
.68000001,,17,0,1,0,1.5,0,1,0,completed a community college diploma program,0,1,1,0,0,73.699997,1,,1,1,rarely,0,1,3,1,0,graduated from high school,Other,0,4,1,1,F,0,0,0,0,0,0,1,1,1,4,0,0,0,0
1.33,2.3399999,18,0,1,0,2.5,3.5,0,0,don t know/not applicable,0,1,0,0,1,83.800003,0,54,1,3,often,0,0,3,0,0,don t know/not applicable,Other,0,4,1,0,F,1,1,1,1,0,0,1,0,0,4,0,0,0,0
2.51,2.9300001,18,0,1,1,3,2.75,1,0,attended a community college but did not complete diploma,0,1,1,1,1,80.800003,0,69,1,3,often,0,0,1,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
1.9400001,2.97,18,0,1,0,3,4.5,1,0,attended a community college but did not complete diploma,1,1,0,1,1,86.800003,0,62,1,3,usually,0,0,3,1,0,completed a community college diploma program,English,0,5,0,0,F,1,1,1,1,0,0,1,0,0,5,0,0,0,0
2.1600001,3.4200001,19,0,1,0,2.5,3,0,0,did not finish high school,1,0,1,1,1,82.699997,1,,1,3,occasionally,0,0,0,0,0,did not finish high school,English,0,4,0,0,M,0,0,1,1,1,1,1,0,0,4.5,0,0,0,0
1.35,1,19,1,1,0,1.5,1.5,1,0,completed a community college diploma program,1,1,1,0,0,84.5,1,46,0,3,often,0,0,1.5,1,1,"completed a doctoral degree or professional program (ph.d., ",English,0,4,1,0,F,1,1,1,1,0,0,1,0,0,4,0,0,0,0
3.1600001,2.96,18,0,1,0,3.5,3,1,0,completed a community college diploma program,1,1,1,1,1,84,0,79.666664,0,3,rarely,0,1,0,1,0,graduated from high school,English,0,6,0,0,F,1,1,1,1,0,0,1,0,0,4.5,0,0,0,0
2.8399999,2.7,18,1,1,0,3.5,3,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,1,1,1,1,79,1,70,1,2,never,1,0,1,0,0,did not finish high school,Other,0,5,0,0,F,0,0,1,1,1,1,1,0,0,4.5,0,0,0,0
2.9300001,3.0999999,19,1,1,1,3,3.5,1,0,completed a community college diploma program,1,0,1,1,1,82.800003,0,80,0,3,usually,0,0,1.5,1,1,"completed a master s degree (m.a., m.sc., etc)",English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.67,2.5,18,0,1,1,3.5,3.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,1,1,75.699997,0,67.666664,0,1,occasionally,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
.68000001,,18,0,1,0,1.5,0,1,1,"completed a master s degree (m.a., m.sc., etc)",0,1,1,0,0,73,1,63,1,1,occasionally,0,0,0,1,1,"completed a master s degree (m.a., m.sc., etc)",Other,0,4,1,1,F,1,1,1,1,0,0,1,0,0,4,0,0,0,0
1.39,2.4000001,19,0,1,1,2.5,3,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,0,1,74.800003,1,53.5,1,1,never,1,0,1.5,1,1,"completed a doctoral degree or professional program (ph.d., ",English,0,6,1,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
2.26,.94,17,0,1,0,2.5,3,0,0,don t know/not applicable,1,0,1,1,1,80.599998,0,,0,2,occasionally,0,0,3,0,0,don t know/not applicable,English,0,5,0,0,M,0,0,0,0,0,0,0,1,0,5,0,0,0,0
.63999999,,18,0,1,0,1.5,0,1,1,"completed a master s degree (m.a., m.sc., etc)",1,0,0,0,0,76.300003,1,73,0,2,occasionally,0,0,1,1,0,graduated from high school,English,0,5,1,1,M,0,0,0,0,0,0,0,1,0,4,0,0,0,0
1.88,2.3299999,18,1,1,0,3,2.5,1,1,"completed a doctoral degree or professional program (ph.d., ",0,0,1,1,1,74,0,68.5,1,1,rarely,0,1,1,1,1,"completed a master s degree (m.a., m.sc., etc)",Other,0,4,0,0,M,1,1,1,1,0,0,1,0,0,4,0,0,0,0
1.91,1.5,18,1,1,0,3,1.5,1,0,completed a community college diploma program,1,1,1,1,1,79.699997,1,65,1,2,occasionally,0,0,0,1,0,completed a community college diploma program,English,0,5,0,0,F,1,1,1,1,0,0,1,0,0,4.5,0,0,0,0
2.48,2.4400001,18,1,1,1,2.5,4,1,0,completed a community college diploma program,1,1,1,1,1,77,1,80,0,2,occasionally,0,0,1,1,0,completed a community college diploma program,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,0
.44,,19,0,1,1,1,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,0,0,72.800003,1,61,1,1,never,1,0,0,0,0,did not finish high school,English,0,6,0,1,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0
2.0599999,1.67,18,1,1,0,3,3,1,0,graduated from high school,0,1,1,1,1,80.199997,1,60.5,1,2,rarely,0,1,2,0,0,did not finish high school,Other,0,4,0,0,F,0,0,0,0,0,0,0,1,0,4,0,0,0,0
.23,.40000001,19,0,1,0,.5,1,1,0,graduated from high school,0,1,0,0,0,75.199997,1,49,1,1,occasionally,0,0,1.5,0,0,did not finish high school,Other,0,4,0,1,F,1,1,1,1,0,0,1,0,0,4,0,0,0,0
,,19,0,1,0,,,1,1,"completed a master s degree (m.a., m.sc., etc)",0,0,1,0,0,82.599998,1,,0,3,rarely,0,1,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,1,0,,,M,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.16,1.66,19,1,1,1,2,2,0,0,don t know/not applicable,1,0,1,0,0,80.199997,0,71,1,2,never,1,0,1,0,0,don t know/not applicable,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0
2.6800001,2.4200001,18,0,1,1,3,4.5,1,0,attended university but did not complete bachelor s degree,1,1,1,1,1,81.300003,0,70,0,3,usually,0,0,.5,1,0,graduated from high school,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
2.3499999,2.3199999,18,1,1,1,2,4,0,0,did not finish high school,1,1,1,1,1,79.800003,1,,1,2,rarely,0,1,0,1,0,completed a community college diploma program,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2.98,2.8599999,18,0,1,1,3,3.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,0,1,1,1,81,0,68,1,3,rarely,0,1,3.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,0
0,.14,20,0,1,0,0,.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,0,1,0,0,71.699997,1,,0,1,occasionally,0,0,1.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,4,0,1,M,1,1,1,1,0,0,1,0,0,3.5,0,0,0,0
2.21,1.6799999,18,0,1,0,2.5,4,1,0,completed a community college diploma program,1,0,1,1,1,78.199997,1,66,1,2,often,0,0,2,1,0,graduated from high school,English,0,5,0,0,M,1,1,1,1,0,0,1,0,0,4,0,0,0,0
,2.46,18,1,1,0,.5,3,1,0,graduated from high school,1,0,1,0,1,73,0,54,1,1,usually,0,0,0,1,0,graduated from high school,English,0,2,0,0,M,1,1,1,1,0,0,1,0,0,2,0,0,0,0
.89999998,1.8,19,0,1,1,1,2,1,1,"completed a master s degree (m.a., m.sc., etc)",1,0,1,0,0,84.800003,1,,1,3,occasionally,0,0,2.5,1,1,"completed a master s degree (m.a., m.sc., etc)",English,0,3,0,1,M,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1.71,,18,0,1,0,2,.5,1,0,completed a community college diploma program,1,1,1,0,1,83.300003,0,64,1,3,often,0,0,1,1,0,completed a community college diploma program,English,0,5,0,0,F,0,0,1,1,1,1,1,0,0,4,0,0,0,0
.5,1.13,18,0,1,0,.5,1,1,0,graduated from high school,1,0,1,0,0,77.300003,1,65,1,2,rarely,0,1,1.5,1,0,completed a community college diploma program,English,0,2,0,0,M,0,0,1,1,1,1,1,0,0,2,0,0,0,0
.41,,18,0,1,0,1,0,1,1,"completed a master s degree (m.a., m.sc., etc)",0,1,1,0,0,85.300003,1,50,1,3,occasionally,0,0,3,1,1,"completed a doctoral degree or professional program (ph.d., ",Other,0,5,1,1,F,0,0,0,0,0,0,1,1,1,4,1,0,1,0
.94,.89999998,18,0,1,1,2,1,0,0,did not finish high school,0,1,1,0,0,75.699997,1,66,1,1,occasionally,0,0,0,1,0,graduated from high school,Other,0,5,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.47,2.5,18,0,1,0,2,2.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,0,1,83.800003,0,69,1,3,rarely,0,1,0,1,0,attended university but did not complete bachelor s degree,English,0,6,0,0,F,0,0,1,1,1,1,1,0,0,3.5,1,0,1,0
3.45,3.0599999,18,0,1,1,2.5,3,1,1,"completed a master s degree (m.a., m.sc., etc)",1,1,1,0,1,80,1,84.5,1,2,occasionally,0,0,0,1,1,"completed a doctoral degree or professional program (ph.d., ",English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,0
.63999999,,22,0,1,0,1,0,1,0,attended university but did not complete bachelor s degree,1,0,1,0,0,82,1,60,1,3,rarely,0,1,3,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,4,1,1,M,1,1,1,1,0,0,1,0,0,4,0,0,0,0
.85000002,1.53,18,1,1,1,2.5,2.5,1,0,graduated from high school,1,0,1,0,0,72.199997,1,73,1,1,often,0,0,1,1,0,graduated from high school,English,0,5,1,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,0
3.48,3.0699999,18,0,1,1,3,5,1,0,attended university but did not complete bachelor s degree,1,0,1,1,1,85.699997,1,75,1,3,occasionally,0,0,3,1,0,graduated from high school,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,0
3.21,2.6600001,18,0,1,0,3.5,4,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,0,1,1,1,82.5,0,82.5,0,3,often,0,0,2,1,0,completed a community college diploma program,English,0,6,0,0,M,1,1,1,1,0,0,1,0,0,5,0,0,0,0
3.1700001,3.6800001,18,1,1,1,2,3,1,0,graduated from high school,1,1,1,0,1,84.199997,1,64,1,3,never,1,0,1,1,0,completed a community college diploma program,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,,20,0,1,1,0,0,1,0,graduated from high school,1,1,1,0,0,79.300003,0,,1,2,occasionally,0,0,0,1,0,completed a community college diploma program,English,0,6,0,1,F,0,0,0,0,0,0,0,0,0,2,0,0,0,0
