GPA_year1,GPA_year2,age,chooseUTM,compsurv,control,credits_earned1,credits_earned2,dad1,dad2,dad_edn,english,female,finish4,goodstanding_year1,goodstanding_year2,gpa0,graddeg,grade_20059_fall,hcom,hsgroup,lastmin,lm_never,lm_rarely,mathsci,mom1,mom2,mom_edn,mtongue,noshow,numcourses_nov1,prob_year1,prob_year2,sex,sfp,sfp_p,sfpany,sfpany_p,sfsp,sfsp_p,signup,ssp,ssp_p,totcredits_year1,used_adv,used_fsg,used_ssp,work1
3.21,3.6900001,19,1,1,1,2.5,2.75,1,0,graduated from high school,1,1,0,1,1,84.099998,1,81,1,3,occasionally,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
.63999999,.81,18,0,1,1,2,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,0,0,0,81.199997,0,63,1,3,usually,0,0,1,1,0,attended university but did not complete bachelor s degree,English,0,6,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.73,2.53,18,0,1,1,3,3,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,0,1,1,1,79.300003,0,58,1,2,occasionally,0,0,0,1,0,attended university but did not complete bachelor s degree,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
.98000002,1,18,0,1,1,2,.5,1,0,graduated from high school,1,0,1,0,0,76,0,59,1,1,occasionally,0,0,0,1,0,graduated from high school,English,0,4,1,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.14,0,19,0,1,1,2,0,1,1,"completed a master s degree (m.a., m.sc., etc)",0,0,1,0,0,72.800003,0,57.333332,1,1,occasionally,0,0,.5,0,0,don t know/not applicable,Other,0,5,0,1,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.46,2.23,18,0,1,1,2,2.5,1,0,completed a community college diploma program,1,1,1,0,1,72.5,0,63,1,1,occasionally,0,0,0,1,0,graduated from high school,English,0,6,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
.25,,19,0,1,1,.5,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,0,0,73,0,64,0,1,occasionally,0,0,1,1,0,completed a community college diploma program,English,0,5,1,1,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.5,1.89,18,0,1,0,2.5,3.5,0,0,did not finish high school,0,1,0,1,1,76.199997,1,71,0,1,occasionally,0,0,0,1,0,attended a community college but did not complete diploma,Other,0,4,0,0,F,0,0,1,0,1,0,0,0,0,4,0,0,0,1
2.48,2.0899999,18,1,1,1,3,2,1,0,completed a community college diploma program,1,1,1,1,1,82,0,70.5,1,3,rarely,0,1,1,1,0,completed a community college diploma program,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.5,2.5799999,18,0,1,0,3,2.5,1,0,graduated from high school,1,0,1,1,1,87,1,83,1,3,often,0,0,2,0,0,did not finish high school,English,0,6,0,0,M,1,1,1,1,0,0,1,0,0,5,0,0,0,1
1.22,0,18,0,1,0,2,0,1,1,"completed a master s degree (m.a., m.sc., etc)",0,0,1,0,0,80.800003,1,63,0,3,occasionally,0,0,1,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,5,0,0,M,0,0,0,0,0,0,1,1,1,4.5,0,0,0,1
1.53,2.05,18,0,1,0,2,3,1,0,completed a community college diploma program,1,1,1,1,1,76,0,,1,1,occasionally,0,0,0,1,0,completed a community college diploma program,English,0,4,0,0,F,0,0,0,0,0,0,0,1,0,4,0,0,0,1
2.3800001,2.1600001,18,0,1,1,2,4,1,1,"completed a master s degree (m.a., m.sc., etc)",1,0,1,0,1,75.300003,1,70,1,1,occasionally,0,0,1,1,0,graduated from high school,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
3.3900001,3.9000001,18,0,1,1,2.75,3.25,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,1,1,85.800003,1,87,1,3,rarely,0,1,0,1,0,completed a community college diploma program,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
.43000001,1.95,18,1,1,0,1,3,1,0,completed a community college diploma program,1,1,1,0,0,77.800003,1,38.5,1,2,rarely,0,1,1,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,1,1,F,0,0,0,0,0,0,0,1,0,5,0,0,0,1
1.33,1.47,18,1,1,1,2,1.75,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,0,0,76.300003,0,58,1,2,occasionally,0,0,0,1,0,graduated from high school,English,0,6,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
.52999997,1.5700001,18,0,1,1,2,2.5,0,0,did not finish high school,0,1,1,0,0,83.800003,1,54,0,3,usually,0,0,3.5,1,0,graduated from high school,Other,0,5,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.45,.94999999,18,0,1,1,3,1,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,0,0,73,0,55,1,1,rarely,0,1,0,1,0,attended university but did not complete bachelor s degree,English,0,6,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
,,18,0,1,0,0,0,1,0,completed a community college diploma program,0,0,1,0,0,83,0,16,1,3,occasionally,0,0,1,1,0,graduated from high school,Other,0,3,0,1,M,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2.01,2.1400001,18,0,1,1,3,3,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,0,1,0,1,78.300003,1,59,0,2,occasionally,0,0,3,1,0,completed a community college diploma program,Other,0,3,0,0,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
,,18,0,1,1,,,0,0,don t know/not applicable,1,1,1,,,72.300003,0,,1,1,never,1,0,0,1,0,completed a community college diploma program,English,1,4,,,F,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.85,2.8099999,18,0,1,0,3.5,3,1,1,"completed a master s degree (m.a., m.sc., etc)",1,0,1,1,1,71.300003,0,81,0,1,usually,0,0,0,1,1,"completed a master s degree (m.a., m.sc., etc)",English,0,6,0,0,M,0,0,0,0,0,0,1,1,1,5,0,0,0,1
1,1.65,18,1,1,0,2,3,1,1,"completed a master s degree (m.a., m.sc., etc)",0,1,1,0,0,74.300003,1,64,1,1,usually,0,0,0,1,0,completed a community college diploma program,Other,0,6,1,0,F,0,0,1,1,1,1,1,0,0,4,0,0,0,1
2.4000001,2.3299999,18,0,1,0,2.5,4,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,1,1,1,1,73.800003,0,72,1,1,rarely,0,1,3,1,0,completed a community college diploma program,Other,0,4,0,0,F,1,1,1,1,0,0,1,0,0,4,0,0,0,1
2.76,2.0999999,19,0,1,1,2.5,2.5,1,1,"completed a master s degree (m.a., m.sc., etc)",1,0,1,1,1,82.5,0,85,1,3,rarely,0,1,1,1,0,graduated from high school,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
3.1600001,3.6099999,18,0,1,0,3,3.25,0,0,did not finish high school,1,0,1,1,1,81,0,78.5,1,3,never,1,0,0,1,1,"completed a master s degree (m.a., m.sc., etc)",English,0,6,0,0,M,0,0,0,0,0,0,1,1,1,4,0,0,0,1
1.23,.91000003,18,1,1,0,2,2,1,0,completed a community college diploma program,1,0,1,0,0,75.199997,0,65,1,1,occasionally,0,0,0,1,0,completed a community college diploma program,English,0,6,0,1,M,1,0,1,0,0,0,0,0,0,3,0,0,0,1
2.97,2.51,18,0,1,1,2.5,4.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,1,1,77.300003,0,,1,2,rarely,0,1,1,1,0,completed a community college diploma program,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.1900001,1.24,18,0,1,1,3.5,2.5,0,0,don t know/not applicable,1,1,1,1,1,86,1,72,1,3,occasionally,0,0,1,1,0,attended university but did not complete bachelor s degree,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.4400001,,18,0,1,1,2.5,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,0,1,0,0,72.199997,0,68,1,1,occasionally,0,0,0,0,0,don t know/not applicable,Other,0,6,1,1,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.28,1.46,18,0,1,1,1.5,2,1,0,completed a community college diploma program,1,0,1,0,0,75.400002,1,66,1,1,often,0,0,0,1,0,completed a community college diploma program,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
2.45,2.8399999,18,0,1,1,3,3,1,1,"completed a master s degree (m.a., m.sc., etc)",0,0,1,1,1,76.800003,1,69,1,2,occasionally,0,0,0,1,0,graduated from high school,Other,0,5,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.22,2.76,18,0,1,0,3,3.25,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,1,1,73.800003,1,72,0,1,occasionally,0,0,0,1,0,attended a community college but did not complete diploma,English,0,6,0,0,F,0,0,0,0,0,0,1,1,1,4.5,0,0,0,1
1,1.66,18,0,1,1,1.5,2.5,1,0,completed a community college diploma program,1,1,1,0,0,79.800003,1,,1,2,rarely,0,1,0,0,0,don t know/not applicable,English,0,5,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
3.54,2.8299999,18,1,1,1,2.5,3,1,0,graduated from high school,1,1,1,1,1,86.800003,1,85,1,3,rarely,0,1,1,1,0,graduated from high school,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.71,1.98,19,0,1,1,2.5,4.5,1,1,"completed a master s degree (m.a., m.sc., etc)",0,1,1,1,1,81.199997,0,63,1,3,often,0,0,4,1,0,completed a community college diploma program,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.23,3.52,18,1,1,0,3.5,3.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,1,1,81.300003,0,69,1,3,rarely,0,1,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,0,0,F,0,0,0,0,0,0,0,1,0,5,0,0,0,1
1.71,2.3800001,18,0,1,1,3,4,1,0,completed a community college diploma program,0,1,1,1,1,81.300003,0,63,0,3,rarely,0,1,0,1,0,graduated from high school,French,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.16,1.23,18,0,1,0,1.5,2.5,0,0,did not finish high school,1,1,1,0,0,81,0,66,1,3,often,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,0,1,F,1,1,1,1,0,0,1,0,0,3,0,0,0,1
1.9,1.84,18,0,1,0,2.5,4,1,0,attended university but did not complete bachelor s degree,1,0,1,1,1,79.699997,0,74.5,1,2,often,0,0,0,1,0,graduated from high school,English,0,4,0,0,M,1,1,1,1,0,0,1,0,0,4,0,0,0,1
1.66,.75,19,0,1,1,2.5,.25,1,0,completed a community college diploma program,1,0,0,1,0,76.300003,0,65,1,2,rarely,0,1,.5,1,0,completed a community college diploma program,English,0,6,0,1,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
,,19,1,1,1,1,0,1,1,"completed a doctoral degree or professional program (ph.d., ",1,0,1,0,0,80,0,,1,2,occasionally,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,1,0,0,1,M,0,0,0,0,0,0,0,0,0,1.5,0,0,0,1
.73000002,1.9400001,18,1,1,0,2,4.5,1,1,"completed a master s degree (m.a., m.sc., etc)",1,0,1,0,0,83.199997,1,64,1,3,often,0,0,3,1,0,attended a community college but did not complete diploma,English,0,5,1,1,M,1,1,1,1,0,0,1,0,0,4,0,0,0,1
0,2.0699999,19,0,1,1,0,2,0,0,did not finish high school,1,1,1,0,0,75.199997,0,,1,1,often,0,0,0,1,0,attended a community college but did not complete diploma,English,0,3,0,1,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
,,18,0,1,1,0,0,1,0,attended university but did not complete bachelor s degree,1,0,0,0,0,72.5,0,18,1,1,rarely,0,1,.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,6,0,1,M,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3.8699999,3.9400001,17,0,1,1,3,5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,1,1,1,1,82.5,1,70,1,3,often,0,0,3,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.6799999,,19,1,1,0,3.75,0,1,1,"completed a master s degree (m.a., m.sc., etc)",1,1,1,1,0,86.699997,0,59.666668,0,3,rarely,0,1,1,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,6,0,1,F,0,0,1,1,1,1,1,0,0,4.5,1,0,1,1
1.52,2.8900001,19,0,1,1,1.5,3.5,0,0,did not finish high school,1,0,1,0,1,75.300003,1,75,0,1,occasionally,0,0,0,0,0,did not finish high school,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.88,2.8,18,0,1,1,3,4,1,0,graduated from high school,1,1,1,1,1,73.800003,1,71,1,1,occasionally,0,0,1,1,0,graduated from high school,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
.67000002,.14,18,0,1,1,2,1,1,0,graduated from high school,1,1,1,0,0,75,1,65,1,1,often,0,0,0,1,0,graduated from high school,English,0,6,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
.25,0,17,0,1,1,.5,0,1,1,"completed a master s degree (m.a., m.sc., etc)",0,0,1,0,0,73.300003,0,54,1,1,often,0,0,1,1,0,completed a community college diploma program,Other,0,3,0,1,M,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2.9100001,2.4400001,18,0,1,1,2.5,3.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,0,1,1,87,1,75,1,3,rarely,0,1,0,1,0,graduated from high school,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
.94,1.5,18,0,1,1,1.5,2.5,0,0,did not finish high school,1,0,0,0,0,80.800003,1,61.5,1,3,rarely,0,1,1.5,0,0,did not finish high school,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
2.6199999,2.25,18,0,1,0,3,4,1,0,graduated from high school,0,0,1,0,1,72.5,1,68,1,1,occasionally,0,0,1,0,0,did not finish high school,Other,0,5,0,0,M,1,1,1,1,0,0,1,0,0,3,0,0,0,1
3.5999999,3.77,18,1,1,1,3,4,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,0,1,1,85,1,78,1,3,occasionally,0,0,3,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
3.25,,18,0,1,1,4.5,0,1,0,attended a community college but did not complete diploma,1,1,1,1,0,83.300003,1,85,1,3,rarely,0,1,1,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,4,0,1,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.95,2.4100001,18,0,1,1,2.5,2.75,0,0,did not finish high school,1,1,0,1,1,81,1,61,1,3,occasionally,0,0,1,1,0,graduated from high school,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.29,1.34,18,0,1,0,2.5,3,1,0,attended university but did not complete bachelor s degree,0,1,1,0,0,78.199997,1,57.5,1,2,usually,0,0,2,1,0,graduated from high school,Other,0,4,1,0,F,0,0,0,0,0,0,1,1,1,4,1,1,1,1
.25,1.0700001,20,0,1,1,.5,1.25,1,0,graduated from high school,0,1,0,0,0,72.300003,0,54,0,1,often,0,0,1,1,0,graduated from high school,Other,0,4,0,0,F,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2.4100001,2.3499999,18,0,1,0,2.5,2,1,0,completed a community college diploma program,0,0,0,1,1,71.5,0,73,1,1,usually,0,0,2,1,0,graduated from high school,Other,0,4,0,0,M,0,0,1,1,1,1,1,0,0,4,0,0,0,1
1.63,1.8,18,1,1,0,3,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,1,1,74,0,76,1,1,occasionally,0,0,0,0,0,did not finish high school,English,0,6,0,0,F,0,0,0,0,0,0,1,1,1,4.5,1,0,1,1
1.29,1.59,18,0,1,0,2,2.5,1,0,completed a community college diploma program,0,0,1,0,0,73.800003,1,77,1,1,occasionally,0,0,1,1,0,graduated from high school,Other,0,4,0,1,M,0,0,0,0,0,0,1,1,1,3.5,0,0,0,1
.81,1.5700001,18,1,1,0,2,3,0,0,did not finish high school,1,1,0,0,0,76.300003,1,56.5,1,2,rarely,0,1,1,1,0,graduated from high school,English,0,6,1,0,F,0,0,1,1,1,1,1,0,0,4,1,0,1,1
,,18,0,1,1,,,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,0,0,75,1,,1,1,often,0,0,0,1,0,attended a community college but did not complete diploma,English,0,6,,,F,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1.16,1.4299999,18,0,1,1,1.5,2.5,1,0,graduated from high school,1,1,1,0,0,72.199997,0,43,1,1,rarely,0,1,0,1,0,completed a community college diploma program,English,0,6,1,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.9200001,3.25,18,0,1,1,3,4,0,0,did not finish high school,1,0,0,1,1,82,1,84,1,3,often,0,0,0,1,0,completed a community college diploma program,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.3,2.46,18,0,1,1,2.5,4,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,0,0,0,1,79.699997,1,61.5,1,2,often,0,0,1,1,0,completed a community college diploma program,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
.2,.82999998,18,0,1,1,.5,2,1,0,completed a community college diploma program,0,1,1,0,0,71.5,0,53,1,1,often,0,0,.5,0,0,don t know/not applicable,Other,0,4,0,1,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
2.4300001,2.04,18,0,1,1,3,3,0,0,did not finish high school,1,0,1,1,1,76.300003,0,70.5,1,2,occasionally,0,0,0,1,0,completed a community college diploma program,English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
.77999997,1.35,18,0,1,1,1.5,1,1,0,attended university but did not complete bachelor s degree,0,0,1,0,0,71.699997,0,53,1,1,occasionally,0,0,0,1,0,graduated from high school,Other,0,3,0,0,M,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1.22,1.9,18,1,1,0,1.5,3.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,0,1,81.300003,0,56,1,3,rarely,0,1,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,4,0,0,F,1,0,1,0,0,0,0,0,0,3,0,0,0,1
2.6400001,3.26,19,0,1,1,4,5,0,0,did not finish high school,1,1,1,1,1,75.800003,0,74,0,1,occasionally,0,0,1.5,1,0,completed a community college diploma program,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
3.1400001,3.1199999,18,0,1,1,4,4.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,1,1,1,77,0,79,0,2,usually,0,0,0,1,0,graduated from high school,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.71,2.75,18,1,1,1,3.5,2,1,0,graduated from high school,1,0,1,1,1,75.800003,1,74,0,1,occasionally,0,0,.5,1,1,"completed a master s degree (m.a., m.sc., etc)",English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,1
.74000001,1.5700001,20,0,1,1,1,2.5,1,0,completed a community college diploma program,0,0,0,0,1,78.199997,0,36,0,2,usually,0,0,.5,1,0,attended a community college but did not complete diploma,Other,0,5,0,0,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
1.63,2.02,18,0,1,1,2.5,3.5,0,0,don t know/not applicable,1,1,0,1,1,71.5,1,54,1,1,often,0,0,0,0,0,don t know/not applicable,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.14,.38999999,18,0,1,1,2,1,1,0,attended university but did not complete bachelor s degree,0,0,1,0,0,77.199997,1,,0,2,occasionally,0,0,1.5,1,0,graduated from high school,Other,0,6,0,1,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
2.77,2.1400001,18,0,1,0,3.5,3,1,0,graduated from high school,0,1,1,1,1,80.5,1,74,1,2,rarely,0,1,1,1,0,attended a community college but did not complete diploma,Other,0,4,0,0,F,1,1,1,1,0,0,1,0,0,4.5,0,0,0,1
2.3599999,1.12,18,0,1,0,2.5,1.5,1,0,graduated from high school,1,0,0,0,1,82.5,1,73,1,3,occasionally,0,0,1,1,0,graduated from high school,English,0,4,0,0,M,1,0,1,0,0,0,0,0,0,3.5,0,0,0,1
1.48,1.85,18,0,1,1,2.5,3,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,0,1,0,1,74,0,54,1,1,often,0,0,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,6,1,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.71,1.39,18,0,1,0,2.5,2.5,1,1,"completed a doctoral degree or professional program (ph.d., ",1,1,1,1,1,86.300003,1,74,1,3,occasionally,0,0,1,1,1,"completed a master s degree (m.a., m.sc., etc)",English,0,5,0,0,F,0,0,0,0,0,0,1,1,1,4,0,0,0,1
2.73,1.89,19,1,1,0,3,3.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,0,1,1,77.199997,0,75.5,1,2,usually,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,4,0,0,F,0,0,1,1,1,1,1,0,0,4,1,1,1,1
1.53,1.6799999,18,0,1,0,2.5,3,1,1,"completed a doctoral degree or professional program (ph.d., ",0,0,1,1,1,75.5,1,77,0,1,occasionally,0,0,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,6,0,0,M,0,0,0,0,0,0,1,1,1,5,1,0,1,1
1.39,,19,1,1,1,2.5,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,0,1,0,0,74,1,75,1,1,often,0,0,2,1,0,completed a community college diploma program,English,0,4,1,1,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
.33000001,1.4,18,1,1,1,.5,2,1,1,"completed a master s degree (m.a., m.sc., etc)",0,1,0,0,0,75.300003,0,51.5,1,1,often,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",Other,0,4,0,1,F,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2.8099999,3.01,18,0,1,0,2.5,4.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,1,0,1,1,75.5,0,62,1,1,occasionally,0,0,4,0,0,don t know/not applicable,English,0,4,0,0,F,0,0,0,0,0,0,1,1,1,4,1,0,1,1
1.04,.80000001,18,0,1,0,1.5,2,1,0,graduated from high school,1,1,1,0,0,77.5,1,63,1,2,occasionally,0,0,0,1,0,graduated from high school,English,0,4,0,0,F,1,1,1,1,0,0,1,0,0,3.5,0,0,0,1
2.4000001,2.6700001,19,1,1,1,2.5,2,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,0,0,0,1,74.800003,1,75,0,1,occasionally,0,0,1,1,0,completed a community college diploma program,Other,0,3,0,0,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
2.04,2,18,0,1,1,2.5,1,1,0,completed a community college diploma program,0,1,1,1,1,83,1,68,1,3,occasionally,0,0,3,0,0,did not finish high school,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,1
.33000001,,18,0,1,1,1,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",1,0,1,0,0,74.300003,1,52.5,0,1,often,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,4,0,1,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
.68000001,1,18,1,1,0,1.5,2.5,1,0,graduated from high school,1,0,0,0,0,86.5,0,62,1,3,usually,0,0,3,1,0,completed a community college diploma program,English,0,4,1,0,M,0,0,0,0,0,0,1,1,1,4,0,1,1,1
3.0999999,2.73,19,0,1,0,2,3.5,0,0,did not finish high school,1,0,0,1,1,82.5,1,,1,3,often,0,0,2,1,0,completed a community college diploma program,English,0,6,0,0,M,0,0,0,0,0,0,1,1,1,4,0,0,0,1
1.53,2.0899999,18,1,1,1,3,3,0,0,did not finish high school,0,1,1,1,1,73,1,57,1,1,never,1,0,0,0,0,did not finish high school,Other,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.24,1.36,19,0,1,1,2.5,2.5,1,0,graduated from high school,0,0,1,0,0,72.300003,1,81,1,1,occasionally,0,0,0,1,0,graduated from high school,Other,0,6,1,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
.5,1,19,0,1,1,1,3.5,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",0,0,1,0,0,76.699997,1,54,1,2,rarely,0,1,2,1,1,"completed a master s degree (m.a., m.sc., etc)",Other,0,5,0,0,M,0,0,0,0,0,0,0,0,0,3,0,0,0,1
3.6099999,,18,0,1,0,7.5,0,1,0,graduated from high school,0,1,1,1,0,84.5,0,81.5,0,3,occasionally,0,0,2,1,0,graduated from high school,Other,0,5,0,1,F,0,0,0,0,0,0,1,1,1,5,0,0,0,1
.80000001,2.05,18,0,1,1,1,3,1,0,attended university but did not complete bachelor s degree,1,0,0,0,1,74.5,1,53,1,1,often,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,4,0,0,M,0,0,0,0,0,0,0,0,0,2.5,0,0,0,1
1.22,1.89,19,0,1,0,1.5,3,1,1,"completed a master s degree (m.a., m.sc., etc)",1,0,1,0,1,73.300003,0,71,1,1,rarely,0,1,1,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,6,0,0,M,1,1,1,1,0,0,1,0,0,3,0,0,0,1
1.29,0,18,1,1,0,2,0,1,0,completed a community college diploma program,1,0,1,0,0,74,0,71.5,1,1,often,0,0,1,1,0,completed a community college diploma program,English,0,6,1,0,M,0,0,0,0,0,0,0,1,0,4,0,0,0,1
1.1799999,2.8499999,19,1,1,1,2,1,1,0,completed a community college diploma program,1,0,1,0,1,80,1,70,1,2,occasionally,0,0,1,1,0,graduated from high school,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.86,2.3299999,18,0,1,0,3,3.5,1,0,graduated from high school,1,1,1,1,1,82.699997,0,57,1,3,often,0,0,1,1,0,completed a community college diploma program,English,0,6,0,0,F,0,0,0,0,0,0,1,1,1,4,0,0,0,1
2.52,3.0899999,18,0,1,0,2,3,1,0,completed a community college diploma program,1,1,1,0,1,84.400002,1,82,1,3,occasionally,0,0,1,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,5,0,0,F,1,1,1,1,0,0,1,0,0,3,0,0,0,1
,,18,0,1,1,.5,0,1,0,graduated from high school,1,1,1,0,0,74.199997,0,67,1,1,often,0,0,0,1,1,"completed a bachelor s degree (b.a., b.comm., etc)",English,0,3,0,1,F,0,0,0,0,0,0,0,0,0,.5,0,0,0,1
2.5999999,1.52,18,1,1,1,2,2.5,1,0,graduated from high school,1,1,1,0,1,71.800003,0,75,1,1,usually,0,0,0,1,0,completed a community college diploma program,English,0,3,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,1
